2026-02-06 18:26:09 | INFO     | [OUTPUT] [platform] tick 40
2026-02-06 18:26:10 | INFO     | [OUTPUT] [platform] tick 41
2026-02-06 18:26:11 | INFO     | [OUTPUT] [platform] tick 42
2026-02-06 18:26:12 | INFO     | [OUTPUT] [platform] tick 43
2026-02-06 18:26:13 | INFO     | [OUTPUT] [platform] tick 44
2026-02-06 18:26:14 | INFO     | [OUTPUT] [platform] tick 45
2026-02-06 18:26:15 | INFO     | [OUTPUT] [platform] tick 46
2026-02-06 18:26:16 | INFO     | [OUTPUT] [platform] tick 47
2026-02-06 18:26:17 | INFO     | [OUTPUT] [platform] tick 48
2026-02-06 18:26:18 | INFO     | [OUTPUT] [platform] tick 49
2026-02-06 18:26:19 | INFO     | [OUTPUT] [platform] tick 50
2026-02-06 18:26:20 | INFO     | [OUTPUT] [platform] tick 51
2026-02-06 18:26:21 | INFO     | [OUTPUT] [platform] tick 52
2026-02-06 18:26:22 | INFO     | [OUTPUT] [platform] tick 53
2026-02-06 18:26:23 | INFO     | [OUTPUT] [platform] tick 54
2026-02-06 18:26:24 | INFO     | [OUTPUT] [platform] tick 55
2026-02-06 18:26:25 | INFO     | [OUTPUT] [platform] tick 56
2026-02-06 18:26:27 | INFO     | [OUTPUT] [platform] tick 57
2026-02-06 18:26:28 | INFO     | [OUTPUT] [platform] tick 58
2026-02-06 18:26:29 | INFO     | [OUTPUT] [platform] tick 59
2026-02-06 18:26:30 | INFO     | [OUTPUT] [platform] tick 60
2026-02-06 18:26:31 | INFO     | [OUTPUT] [platform] Exiting normally
2026-02-06 18:26:31 | WARNING  | Process exited with code 0
2026-02-06 18:26:31 | DEBUG    | Removed pidfile /home/liuyuan/workspace/work/fsys/service/logs/platform.pid
2026-02-06 18:26:31 | WARNING  | Will restart in 2s (attempt 1, exponential backoff)
2026-02-06 18:26:33 | INFO     | Attempting to restart...
2026-02-06 18:26:33 | INFO     | Starting: ./examples/dummy_service.sh platform 60
2026-02-06 18:26:33 | DEBUG    | Wrote PID 745031 to /home/liuyuan/workspace/work/fsys/service/logs/platform.pid
2026-02-06 18:26:33 | INFO     | Started with PID 745031
2026-02-06 18:26:33 | INFO     | [OUTPUT] [platform] Starting (sleep 60 seconds then exit)
2026-02-06 18:26:33 | INFO     | [OUTPUT] [platform] tick 1
2026-02-06 18:26:34 | INFO     | [OUTPUT] [platform] tick 2
2026-02-06 18:26:35 | INFO     | [OUTPUT] [platform] tick 3
2026-02-06 18:26:36 | INFO     | [OUTPUT] [platform] tick 4
2026-02-06 18:26:37 | INFO     | [OUTPUT] [platform] tick 5
2026-02-06 18:26:38 | INFO     | [OUTPUT] [platform] tick 6
2026-02-06 18:26:39 | INFO     | [OUTPUT] [platform] tick 7
2026-02-06 18:26:40 | INFO     | [OUTPUT] [platform] tick 8
2026-02-06 18:26:41 | INFO     | [OUTPUT] [platform] tick 9
2026-02-06 18:26:42 | INFO     | [OUTPUT] [platform] tick 10
2026-02-06 18:26:43 | INFO     | [OUTPUT] [platform] tick 11
2026-02-06 18:26:44 | INFO     | [OUTPUT] [platform] tick 12
2026-02-06 18:26:45 | INFO     | [OUTPUT] [platform] tick 13
2026-02-06 18:26:46 | INFO     | [OUTPUT] [platform] tick 14
2026-02-06 18:26:47 | INFO     | [OUTPUT] [platform] tick 15
2026-02-06 18:26:48 | INFO     | [OUTPUT] [platform] tick 16
2026-02-06 18:26:49 | INFO     | [OUTPUT] [platform] tick 17
2026-02-06 18:26:50 | INFO     | [OUTPUT] [platform] tick 18
2026-02-06 18:26:51 | INFO     | [OUTPUT] [platform] tick 19
2026-02-06 18:26:52 | INFO     | [OUTPUT] [platform] tick 20
2026-02-06 18:26:53 | INFO     | [OUTPUT] [platform] tick 21
2026-02-06 18:26:54 | INFO     | [OUTPUT] [platform] tick 22
2026-02-06 18:26:55 | INFO     | [OUTPUT] [platform] tick 23
2026-02-06 18:26:56 | INFO     | [OUTPUT] [platform] tick 24
2026-02-06 18:26:57 | INFO     | [OUTPUT] [platform] tick 25
2026-02-06 18:26:58 | INFO     | [OUTPUT] [platform] tick 26
2026-02-06 18:26:59 | INFO     | [OUTPUT] [platform] tick 27
2026-02-06 18:27:00 | INFO     | [OUTPUT] [platform] tick 28
2026-02-06 18:27:01 | INFO     | [OUTPUT] [platform] tick 29
2026-02-06 18:27:02 | INFO     | [OUTPUT] [platform] tick 30
2026-02-06 18:27:03 | INFO     | [OUTPUT] [platform] tick 31
2026-02-06 18:27:04 | INFO     | [OUTPUT] [platform] tick 32
2026-02-06 18:27:05 | INFO     | [OUTPUT] [platform] tick 33
2026-02-06 18:27:06 | INFO     | [OUTPUT] [platform] tick 34
2026-02-06 18:27:07 | INFO     | [OUTPUT] [platform] tick 35
2026-02-06 18:27:08 | INFO     | [OUTPUT] [platform] tick 36
2026-02-06 18:27:09 | INFO     | [OUTPUT] [platform] tick 37
2026-02-06 18:27:10 | INFO     | [OUTPUT] [platform] tick 38
2026-02-06 18:27:11 | INFO     | [OUTPUT] [platform] tick 39
2026-02-06 18:27:12 | INFO     | [OUTPUT] [platform] tick 40
2026-02-06 18:27:13 | INFO     | [OUTPUT] [platform] tick 41
2026-02-06 18:27:14 | INFO     | [OUTPUT] [platform] tick 42
2026-02-06 18:27:15 | INFO     | [OUTPUT] [platform] tick 43
2026-02-06 18:27:16 | INFO     | [OUTPUT] [platform] tick 44
2026-02-06 18:27:17 | INFO     | [OUTPUT] [platform] tick 45
2026-02-06 18:27:18 | INFO     | [OUTPUT] [platform] tick 46
2026-02-06 18:27:19 | INFO     | [OUTPUT] [platform] tick 47
2026-02-06 18:27:20 | INFO     | [OUTPUT] [platform] tick 48
2026-02-06 18:27:21 | INFO     | [OUTPUT] [platform] tick 49
2026-02-06 18:27:22 | INFO     | [OUTPUT] [platform] tick 50
2026-02-06 18:27:23 | INFO     | [OUTPUT] [platform] tick 51
2026-02-06 18:27:24 | INFO     | [OUTPUT] [platform] tick 52
2026-02-06 18:27:25 | INFO     | [OUTPUT] [platform] tick 53
2026-02-06 18:27:26 | INFO     | [OUTPUT] [platform] tick 54
2026-02-06 18:27:27 | INFO     | [OUTPUT] [platform] tick 55
2026-02-06 18:27:28 | INFO     | [OUTPUT] [platform] tick 56
2026-02-06 18:27:29 | INFO     | [OUTPUT] [platform] tick 57
2026-02-06 18:27:30 | INFO     | [OUTPUT] [platform] tick 58
2026-02-06 18:27:31 | INFO     | [OUTPUT] [platform] tick 59
2026-02-06 18:27:32 | INFO     | [OUTPUT] [platform] tick 60
2026-02-06 18:27:33 | INFO     | [OUTPUT] [platform] Exiting normally
2026-02-06 18:27:33 | WARNING  | Process exited with code 0
2026-02-06 18:27:33 | DEBUG    | Removed pidfile /home/liuyuan/workspace/work/fsys/service/logs/platform.pid
2026-02-06 18:27:33 | WARNING  | Will restart in 2s (attempt 1, exponential backoff)
2026-02-06 18:27:35 | INFO     | Attempting to restart...
2026-02-06 18:27:35 | INFO     | Starting: ./examples/dummy_service.sh platform 60
2026-02-06 18:27:35 | DEBUG    | Wrote PID 749600 to /home/liuyuan/workspace/work/fsys/service/logs/platform.pid
2026-02-06 18:27:35 | INFO     | Started with PID 749600
2026-02-06 18:27:35 | INFO     | [OUTPUT] [platform] Starting (sleep 60 seconds then exit)
2026-02-06 18:27:35 | INFO     | [OUTPUT] [platform] tick 1
2026-02-06 18:27:36 | INFO     | [OUTPUT] [platform] tick 2
2026-02-06 18:27:37 | INFO     | [OUTPUT] [platform] tick 3
2026-02-06 18:27:38 | INFO     | [OUTPUT] [platform] tick 4
2026-02-06 18:27:39 | INFO     | [OUTPUT] [platform] tick 5
2026-02-06 18:27:40 | INFO     | [OUTPUT] [platform] tick 6
2026-02-06 18:27:41 | INFO     | [OUTPUT] [platform] tick 7
2026-02-06 18:27:42 | INFO     | [OUTPUT] [platform] tick 8
2026-02-06 18:27:43 | INFO     | [OUTPUT] [platform] tick 9
2026-02-06 18:27:44 | INFO     | [OUTPUT] [platform] tick 10
2026-02-06 18:27:45 | INFO     | [OUTPUT] [platform] tick 11
2026-02-06 18:27:46 | INFO     | [OUTPUT] [platform] tick 12
2026-02-06 18:27:47 | INFO     | [OUTPUT] [platform] tick 13
2026-02-06 18:27:48 | INFO     | [OUTPUT] [platform] tick 14
2026-02-06 18:27:49 | INFO     | [OUTPUT] [platform] tick 15
2026-02-06 18:27:50 | INFO     | [OUTPUT] [platform] tick 16
2026-02-06 18:27:51 | INFO     | [OUTPUT] [platform] tick 17
2026-02-06 18:27:52 | INFO     | [OUTPUT] [platform] tick 18
2026-02-06 18:27:53 | INFO     | [OUTPUT] [platform] tick 19
